name,type_line,oracle_text,colors,cmc,rarity,set_name,released_at,power,toughness,keywords,image_uri
They Went This Way,Sorcery,"Search your library for a basic land card, put it onto the battlefield tapped, then shuffle. Investigate. (Create a Clue token. It's an artifact with ""{2}, Sacrifice this token: Draw a card."")",G,3.0,common,Murders at Karlov Manor,2024-02-09,,,Investigate,https://cards.scryfall.io/normal/front/f/4/f4a31d4a-34bc-46b4-b20f-a5460191b35d.jpg?1706242086
Thief's Knife,Artifact — Equipment,"Job select (When this Equipment enters, create a 1/1 colorless Hero creature token, then attach this to it.)
Equipped creature gets +1/+1, has ""Whenever this creature deals combat damage to a player, draw a card,"" and is a Rogue in addition to its other types.
Equip {4}",U,3.0,uncommon,Final Fantasy,2025-06-13,,,"Job select,Equip",https://cards.scryfall.io/normal/front/c/2/c2dcfd0a-3f52-4616-a09a-fd2db8b6b93e.jpg?1748706064
Thieving Otter,Creature — Otter,"Whenever this creature deals damage to an opponent, draw a card.",U,3.0,common,Bloomburrow,2024-08-02,2,2,,https://cards.scryfall.io/normal/front/5/2/52a258be-39e3-4689-b2d0-7c353ce7d574.jpg?1721428090
Thinking Cap,Artifact — Equipment,"Equipped creature gets +1/+2.
Equip Detective {1}
Equip {3} ({3}: Attach to target creature you control. Equip only as a sorcery.)",Colorless,1.0,common,Murders at Karlov Manor,2024-02-09,,,Equip,https://cards.scryfall.io/normal/front/6/d/6d2565e1-dd7b-462b-8270-a17913277793.jpg?1706242328
Think Twice,Instant,"Draw a card.
Flashback {2}{U} (You may cast this card from your graveyard for its flashback cost. Then exile it.)",U,2.0,common,Tarkir: Dragonstorm Commander,2025-04-11,,,Flashback,https://cards.scryfall.io/normal/front/c/e/ce79538b-20a4-42f8-934f-bc4e2723133e.jpg?1743206417
Thistledown Players,Creature — Mouse Bard,"Whenever this creature attacks, untap target nonland permanent.",W,3.0,common,Bloomburrow,2024-08-02,3,3,,https://cards.scryfall.io/normal/front/a/f/afa8d83f-8586-4127-8b55-9715e9547488.jpg?1721425974
Thopter Fabricator,Artifact — Vehicle,"Flying
Whenever you draw your second card each turn, create a 1/1 colorless Thopter artifact creature token with flying.
Crew 2",U,3.0,rare,Aetherdrift,2025-02-14,4,4,"Flying,Crew",https://cards.scryfall.io/normal/front/8/9/8924b785-b140-4212-a1eb-a10340e09fea.jpg?1738356265
Thornplate Intimidator,Creature — Rat Rogue,"Offspring {3} (You may pay an additional {3} as you cast this spell. If you do, when this creature enters, create a 1/1 token copy of it.)
When this creature enters, target opponent loses 3 life unless they sacrifice a nonland permanent of their choice or discard a card.",B,4.0,common,Bloomburrow,2024-08-02,4,3,Offspring,https://cards.scryfall.io/normal/front/4/2/42f66c4a-feaa-4ba6-aa56-955b43329a9e.jpg?1721426537
Thornspire Verge,Land,"{T}: Add {R}.
{T}: Add {G}. Activate only if you control a Mountain or a Forest.",Colorless,0.0,rare,Duskmourn: House of Horror,2024-09-27,,,,https://cards.scryfall.io/normal/front/7/e/7e1cdc03-6faa-4138-9a52-caafbe34fb59.jpg?1726286882
Thornvault Forager,Creature — Squirrel Ranger,"{T}: Add {G}.
{T}, Forage: Add two mana in any combination of colors. (To forage, exile three cards from your graveyard or sacrifice a Food.)
{3}{G}, {T}: Search your library for a Squirrel card, reveal it, put it into your hand, then shuffle.",G,2.0,rare,Bloomburrow,2024-08-02,2,2,Forage,https://cards.scryfall.io/normal/front/8/c/8c2d6b02-a453-40f9-992a-5c5542987cfb.jpg?1721933896
Thornweald Archer,Creature — Elf Archer,"Reach (This creature can block creatures with flying.)
Deathtouch (Any amount of damage this deals to a creature is enough to destroy it.)",G,2.0,common,Foundations,2024-11-15,2,1,"Reach,Deathtouch",https://cards.scryfall.io/normal/front/1/8/189f6199-f2fe-49a5-89ca-3c4cb39fbf2b.jpg?1730490727
Thornwood Falls,Land,"This land enters tapped.
When this land enters, you gain 1 life.
{T}: Add {G} or {U}.",Colorless,0.0,common,Tarkir: Dragonstorm,2025-04-11,,,,https://cards.scryfall.io/normal/front/e/b/ebb502c2-5fd0-46a9-b77d-010f4a942056.jpg?1743205064
Thought Shucker,Creature — Rat Rogue,Threshold — {1}{U}: Put a +1/+1 counter on this creature and draw a card. Activate only if seven or more cards are in your graveyard and only once.,U,2.0,common,Bloomburrow,2024-08-02,1,3,Threshold,https://cards.scryfall.io/normal/front/4/4/44b0d83b-cc41-4f82-892c-ef6d3293228a.jpg?1721426302
Thought-Stalker Warlock,Creature — Lizard Warlock,"Menace (This creature can't be blocked except by two or more creatures.)
When this creature enters, choose target opponent. If they lost life this turn, they reveal their hand, you choose a nonland card from it, and they discard that card. Otherwise, they discard a card.",B,3.0,uncommon,Bloomburrow,2024-08-02,2,2,Menace,https://cards.scryfall.io/normal/front/4/2/42e80284-d489-493b-ae92-95b742d07cb3.jpg?1721426544
Thousand Moons Crackshot,Creature — Human Soldier,"Whenever this creature attacks, you may pay {2}{W}. When you do, tap target creature.",W,2.0,common,The Lost Caverns of Ixalan,2023-11-17,2,2,,https://cards.scryfall.io/normal/front/7/4/741a7439-965d-49f2-b43e-053f29196e6b.jpg?1699043418
Thousand Moons Infantry,Creature — Human Soldier,Untap this creature during each other player's untap step.,W,3.0,common,The Lost Caverns of Ixalan,2023-11-17,2,4,,https://cards.scryfall.io/normal/front/c/1/c1974a8c-3328-4ff5-9a00-cb79ebb8ccf6.jpg?1699043427
Thousand Moons Smithy // Barracks of the Thousand,Legendary Artifact // Legendary Artifact Land,,Colorless,4.0,rare,The Lost Caverns of Ixalan,2023-11-17,,,Transform,
Thousand-Year Storm,Enchantment,"Whenever you cast an instant or sorcery spell, copy it for each other instant and sorcery spell you've cast before it this turn. You may choose new targets for the copies.","R,U",6.0,rare,Foundations,2024-11-15,,,,https://cards.scryfall.io/normal/front/7/6/76c48a67-1410-40f1-9b93-0172d85e4688.jpg?1730489527
Thrashing Brontodon,Creature — Dinosaur,"{1}, Sacrifice this creature: Destroy target artifact or enchantment.",G,3.0,uncommon,Foundations,2024-11-15,3,4,,https://cards.scryfall.io/normal/front/5/9/592364bf-68b5-4ea0-97d6-c7cadce940fd.jpg?1730490730
Threadbind Clique // Rip the Seams,Creature — Faerie // Instant — Adventure,,U,4.0,uncommon,Wilds of Eldraine,2023-09-08,3,3,Flying,https://cards.scryfall.io/normal/front/d/d/dd6ed252-c262-4062-97ba-75c50d6b5579.jpg?1692939805
Threats Around Every Corner,Enchantment,"When this enchantment enters, manifest dread.
Whenever a face-down permanent you control enters, search your library for a basic land card, put it onto the battlefield tapped, then shuffle.",G,4.0,uncommon,Duskmourn: House of Horror,2024-09-27,,,"Manifest,Manifest dread",https://cards.scryfall.io/normal/front/7/2/7201ee12-9104-48d8-aeec-08a318c8ee10.jpg?1726286614
Three Blind Mice,Enchantment — Saga,"(As this Saga enters and after your draw step, add a lore counter. Sacrifice after IV.)
I — Create a 1/1 white Mouse creature token.
II, III — Create a token that's a copy of target token you control.
IV — Creatures you control get +1/+1 and gain vigilance until end of turn.",W,3.0,rare,Wilds of Eldraine,2023-09-08,,,,https://cards.scryfall.io/normal/front/0/d/0d2ba371-854c-4529-b72b-e4a1887e33ab.jpg?1692936794
Three Bowls of Porridge,Artifact — Food,"{2}, {T}: Choose one that hasn't been chosen —
• This artifact deals 2 damage to target creature.
• Tap target creature.
• Sacrifice this artifact. You gain 3 life.",Colorless,2.0,uncommon,Wilds of Eldraine,2023-09-08,,,,https://cards.scryfall.io/normal/front/a/5/a508e040-d1e5-46aa-8404-1adc18f0f8bd.jpg?1692939949
Threefold Thunderhulk,Artifact Creature — Gnome,"This creature enters with three +1/+1 counters on it.
Whenever this creature enters or attacks, create a number of 1/1 colorless Gnome artifact creature tokens equal to its power.
{2}, Sacrifice another artifact: Put a +1/+1 counter on this creature.",Colorless,7.0,rare,Edge of Eternities Commander,2025-08-01,0,0,,https://cards.scryfall.io/normal/front/6/9/699d1222-f150-46aa-9004-87b45f07eb42.jpg?1752945202
Three Steps Ahead,Instant,"Spree (Choose one or more additional costs.)
+ {1}{U} — Counter target spell.
+ {3} — Create a token that's a copy of target artifact or creature you control.
+ {2} — Draw two cards, then discard a card.",U,1.0,rare,Outlaws of Thunder Junction,2024-04-19,,,Spree,https://cards.scryfall.io/normal/front/8/f/8fffd839-2337-4a14-9312-cee085a17f4b.jpg?1712860611
Three Tree City,Legendary Land,"As Three Tree City enters, choose a creature type.
{T}: Add {C}.
{2}, {T}: Choose a color. Add an amount of mana of that color equal to the number of creatures you control of the chosen type.",Colorless,0.0,rare,Bloomburrow,2024-08-02,,,,https://cards.scryfall.io/normal/front/5/6/56f88a48-cced-4a9d-8c19-e4f105f0d8a2.jpg?1721427358
Three Tree Mascot,Artifact Creature — Shapeshifter,"Changeling (This card is every creature type.)
{1}: Add one mana of any color. Activate only once each turn.",Colorless,2.0,common,Foundations,2024-11-15,2,1,Changeling,https://cards.scryfall.io/normal/front/4/0/40b8bf3a-1cb5-4ce2-ac25-9410f17130de.jpg?1730491179
Three Tree Rootweaver,Creature — Mole Druid,{T}: Add one mana of any color.,G,2.0,common,Bloomburrow,2024-08-02,1,3,,https://cards.scryfall.io/normal/front/d/1/d1ab6e14-26e0-4174-b5c6-bc0f5c26b177.jpg?1721426963
Three Tree Scribe,Creature — Frog Druid,"Whenever this creature or another creature you control leaves the battlefield without dying, put a +1/+1 counter on target creature you control.",G,2.0,uncommon,Bloomburrow,2024-08-02,2,3,,https://cards.scryfall.io/normal/front/e/a/ea2ca1b3-4c1a-4be5-b321-f57db5ff0528.jpg?1721426968
Thrill of Possibility,Instant,"As an additional cost to cast this spell, discard a card.
Draw two cards.",R,2.0,common,Foundations,2024-11-15,,,,https://cards.scryfall.io/normal/front/8/8/882b348c-076b-41d8-b505-063480636669.jpg?1730489377
Throne of the Grim Captain // The Grim Captain,Legendary Artifact // Legendary Creature — Skeleton Spirit Pirate,,Colorless,2.0,rare,The Lost Caverns of Ixalan,2023-11-17,,,"Lifelink,Craft,Transform,Hexproof,Trample,Menace,Mill",
Throw from the Saddle,Sorcery,Target creature you control gets +1/+1 until end of turn. Put a +1/+1 counter on it instead if it's a Mount. Then it deals damage equal to its power to target creature you don't control.,G,2.0,common,Outlaws of Thunder Junction,2024-04-19,,,,https://cards.scryfall.io/normal/front/7/7/775874cc-4b78-4904-9c97-431c2e400c64.jpg?1712356011
Thrumming Hivepool,Artifact,"Affinity for Slivers (This spell costs {1} less to cast for each Sliver you control.)
Slivers you control have double strike and haste.
At the beginning of your upkeep, create two 1/1 colorless Sliver creature tokens.",Colorless,6.0,rare,Edge of Eternities,2025-08-01,,,Affinity,https://cards.scryfall.io/normal/front/8/5/85caf659-7b43-462e-a342-34703d46eb57.jpg?1752947564
Thunderhead Gunner,Creature — Shark Pirate,"Reach
Discard a card: Draw a card. Activate only as a sorcery and only once each turn.",R,5.0,common,Aetherdrift,2025-02-14,4,5,Reach,https://cards.scryfall.io/normal/front/e/f/ef537868-b2cb-4bbd-a935-b7f73f19bd06.jpg?1738359123
Thundering Broodwagon,Artifact — Vehicle,"Menace, reach
When this Vehicle enters, destroy target nonland permanent an opponent controls with mana value 4 or less.
Crew 3
Cycling {2} ({2}, Discard this card: Draw a card.)","B,G",6.0,uncommon,Aetherdrift,2025-02-14,6,5,"Reach,Crew,Menace,Cycling",https://cards.scryfall.io/normal/front/2/d/2d1576d4-15a3-4e91-84ef-e71e258185e7.jpg?1738356755
Thundering Falls,Land — Island Mountain,"({T}: Add {U} or {R}.)
This land enters tapped.
When this land enters, surveil 1. (Look at the top card of your library. You may put it into your graveyard.)",Colorless,0.0,rare,Murders at Karlov Manor,2024-02-09,,,Surveil,https://cards.scryfall.io/normal/front/1/7/17260fff-b239-4af4-9306-3236ae3fa5a5.jpg?1759236532
Thunder Lasso,Artifact — Equipment,"When this Equipment enters, attach it to target creature you control.
Equipped creature gets +1/+1.
Whenever equipped creature attacks, tap target creature defending player controls.
Equip {2}",W,3.0,uncommon,Outlaws of Thunder Junction,2024-04-19,,,Equip,https://cards.scryfall.io/normal/front/7/3/73dff5fc-2adf-447a-b35f-e7883e0fd821.jpg?1712355369
Thunder Magic,Instant,"Tiered (Choose one additional cost.)
• Thunder — {0} — Thunder Magic deals 2 damage to target creature.
• Thundara — {3} — Thunder Magic deals 4 damage to target creature.
• Thundaga — {5}{R} — Thunder Magic deals 8 damage to target creature.",R,1.0,common,Final Fantasy,2025-06-13,,,"Thunder,Thundaga,Thundara",https://cards.scryfall.io/normal/front/9/f/9f2b202c-91da-40ec-8324-6b6be7cb3bc8.jpg?1748706380
Thunder of Unity,Enchantment — Saga,"(As this Saga enters and after your draw step, add a lore counter. Sacrifice after III.)
I — You draw two cards and you lose 2 life.
II, III — Whenever a creature you control enters this turn, each opponent loses 1 life and you gain 1 life.","B,R,W",3.0,rare,Tarkir: Dragonstorm,2025-04-11,,,,https://cards.scryfall.io/normal/front/5/c/5c953b36-f5e4-4258-91cb-f07e799321f7.jpg?1744578016
Thunderous Debut,Sorcery,"Bargain (You may sacrifice an artifact, enchantment, or token as you cast this spell.)
Look at the top twenty cards of your library. You may reveal up to two creature cards from among them. If this spell was bargained, put the revealed cards onto the battlefield. Otherwise, put the revealed cards into your hand. Then shuffle.",G,8.0,rare,Wilds of Eldraine,2023-09-08,,,Bargain,https://cards.scryfall.io/normal/front/d/9/d98f51ec-8eae-434a-ab62-85bdb6586fa2.jpg?1692939109
Thunderous Velocipede,Artifact — Vehicle,"Trample
Each other Vehicle and creature you control enters with an additional +1/+1 counter on it if its mana value is 4 or less. Otherwise, it enters with three additional +1/+1 counters on it.
Crew 3",G,3.0,mythic,Aetherdrift,2025-02-14,5,5,"Crew,Trample",https://cards.scryfall.io/normal/front/9/8/98a79557-8ed6-4d9a-b4e1-cece05664984.jpg?1738356552
Thunder Salvo,Instant,"Thunder Salvo deals X damage to target creature, where X is 2 plus the number of other spells you've cast this turn.",R,2.0,common,Outlaws of Thunder Junction,2024-04-19,,,,https://cards.scryfall.io/normal/front/a/0/a0bf0ea9-0929-4d33-815a-6df29c399e7e.jpg?1712355867
Thundertrap Trainer,Creature — Otter Wizard,"Offspring {4} (You may pay an additional {4} as you cast this spell. If you do, when this creature enters, create a 1/1 token copy of it.)
When this creature enters, look at the top four cards of your library. You may reveal a noncreature, nonland card from among them and put it into your hand. Put the rest on the bottom of your library in a random order.",U,2.0,rare,Bloomburrow,2024-08-02,1,2,Offspring,https://cards.scryfall.io/normal/front/9/c/9cf3af94-b7c8-415c-a5a1-d89967fd0bba.jpg?1721426312
